title;abstract;journal;area;field
STEREOSELECTIVE TOTAL SYNTHESIS OF (+/-)-PLEUROSPIROKETALS A AND B;A FULL ACCOUNT OF OUR EFFORTS TOWARD THE STEREOSELECTIVE TOTAL SYNTHESIS OF SESQUITERPENOID-DERIVED NATURAL PRODUCTS (+/-)-PLEUROSPIROKETALS A AND B IS DESCRIBED. COMMERCIALLY AVAILABLE 3-METHYL-2-CYCLOHEXENONE AND 2,2-DIMETHYLOXIRANE WERE USED AS KEY BUILDING BLOCKS, AND THE SUB;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
BRONSTED ACID-CATALYZED MINISCI-TYPE CROSS-DEHYDROGENATIVE COUPLING OF N-HETEROAROMATICS AND CYCLIC ETHERS;BRONSTED ACID-CATALYZED DIRECT C(SP(2))-H ALKYLATION OF N-HETEROAROMATICS WITH CYCLIC ETHERS VIA A CROSS-DEHYDROGENATIVE COUPLING REACTION IN THE PRESENCE OF BENZOYL PEROXIDE WAS DEVELOPED. THIS METHODOLOGY SUCCESSFULLY PROVIDED AN EASY ACCESS TO A VARIETY OF ALKYL-SUBSTITUTED QU;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESIS OF FUNCTIONALIZED BICYCLO[2.2.2]OCTAN-2-ONES SKELETON VIA TANDEM PROCESS OF AMINO ACID INVOLVED FORMAL [4+2] AND DECARBOXYLATIVE-MANNICH SEQUENCE;AN EFFICIENT APPROACH TO A FUNCTIONALIZED BICYCLO[2.2.2]OCTAN-2-ONE SCAFFOLD HAS BEEN DEVELOPED THROUGH A ONE-POT CASCADE PROCESS INCLUDING AMINO ACID INVOLVED SUCCESSIVE MICHAEL ADDITION AND DECARBOXYLATIVE-MANNICH SEQUENCE. STARTING FROM ALPHA,BETA-UNSATURATED KETONES AND AMINO;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
PREDICTING PK(A) VALUES OF QUINOLS AND RELATED AROMATIC COMPOUNDS WITH MULTIPLE OH GROUPS;QUINONOID COMPOUNDS PLAY CENTRAL ROLES AS REDOX-ACTIVE AGENTS IN PHOTOSYNTHESIS AND RESPIRATION AND ARE ALSO PROMISING REPLACEMENTS FOR INORGANIC MATERIALS CURRENTLY USED IN BATTERIES. TO DESIGN NEW QUINONOID COMPOUNDS AND PREDICT THEIR STATE OF PROTONATION AND REDOX BEHAVIOR UND;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHETIC STUDIES TOWARD BISINDIGOTIN: POLYHETEROAROMATIC SCAFFOLDS VIA SKELETAL REARRANGEMENTS OF A DIACETOXYTETRAINDOLE;THE DEACETYLATION OF A DIACETOXYTETRAINDOLE FORMED THE BASIS OF A FIRST-GENERATION SYNTHETIC ROUTE TOWARD THE ALKALOID BISINDIGOTIN. HOWEVER, THIS CONCEPTUALLY STRAIGHTFORWARD PLAN LED TO UNEXPECTED RESULTS. ACID-MEDIATED HYDROLYSIS INITIATED SKELETAL REARRANGEMENT PROCESSES THAT;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
STEREOSELECTIVE SYNTHESIS OF POLYSUBSTITUTED TETRAHYDROPYRANONES VIA ACID-PROMOTED CYCLIZATION OF BETA-SILYL-GAMMA-ETHYLIDENE-GAMMA-BUTYROLACTONES WITH ALDEHYDES AND KETONES;BETA-SILYL-GAMMA-ETHYLIDENE-GAMMA-BUTYROLACTONE UPON ONE-POT TREATMENT WITH ALDEHYDES AND KETONES IN THE PRESENCE OF LEWIS ACIDS UNDERWENT A TANDEM HOSOMI-SAKURAI/PRINS CYCLIZATION TO GIVE POLYSUBSTITUTED TETRAHYDROPYRANONES STEREOSELECTIVELY. VARIOUS ALDEHYDES AND KETONES CAN BE;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
COPPER-CATALYZED PHOSPHORYLATION OF 2,3-ALLENOIC ACIDS AND PHOSPHINE OXIDE: ACCESS TO PHOSPHORYLATED BUTENOLIDES;WE INVESTIGATED A NOVEL CU-CATALYZED ANNULATION OF 2,3-ALLENOIC ACIDS WITH DIPHENYLPHOSPHINE OXIDE, LEADING TO THE FORMATION OF 4-PHOSPHATE BUTENOLIDES IN UP TO 88% YIELD. THE FORMATION OF THE C-P BOND PROVIDES NEW AVENUES FOR THE FUNCTIONALIZATION OF DIFFERENT FURAN-2(5H)-ONES, ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
USING DESMOTROPES, COCRYSTALS, AND SALTS TO MANIPULATE REACTIVITY IN MECHANOCHEMICAL ORGANIC REACTIONS;PERFORMING REACTIONS IN THE SOLID STATE OFFERS THE LARGELY UNEXPLORED POSSIBILITY OF INFLUENCING REACTIVITY BY MANIPULATING THE SOLID FORM OF THE STARTING REACTANTS. IN THIS WORK, WE EXPLORE THE USE OF VARIOUS SOLID FORMS OF BARBITURIC ACID AND ITS EFFECT ON REACTION PATHS AND KI;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
ORGANOCATALYTIC ASYMMETRIC SYNTHESIS OF SPIROOXINDOLE EMBEDDED OXAZOLIDINES;THE FIRST ORGANOCATALYTIC ASYMMETRIC SYNTHESIS OF SPIROOXINDOLE EMBEDDED OXAZOLIDINES HAS BEEN DEVELOPED VIA A DOMINO REACTION INVOLVING HEMIAMINAL FORMATION, FOLLOWED BY AN UNPRECEDENTED AZA-MICHAEL REACTION BETWEEN ISATIN DERIVED N-BOC KETIMINES AND GAMMA-HYDROXY ENONES. A QUIN;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SILVER/THIOCLICKFERROPHOS-CATALYZED 1,3-DIPOLAR CYCLOADDITION AND TANDEM ADDITION-ELIMINATION REACTION OF MORITA-BAYLIS-HILLMAN ADDUCTS;THE ASYMMETRIC 1,3-DIPOLAR CYCLOADDITION OF GLYCINE IMINO ESTERS TO MORITA-BAYLIS-HILLMAN (MBH) ADDUCTS OR ACETYLATED MBH ADDUCTS IS DESCRIBED. THE REACTION WAS EFFICIENTLY CATALYZED BY AGOAC/(R,S-P)-THIOCLICKFERROPHOS AT ROOM TEMPERATURE TO AFFORD PYRROLIDINE DERIVATIVES BEARING;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
ELECTROCHEMICAL OXIDATIVE DIFUNCTIONALIZATION OF ALKENES TO ACCESS ALPHA-OXYGENATED KETONES;DIOXYGENATION OF ALKENES WAS DEVELOPED BY THE COMBINATION OF ELECTROCHEMICAL SYNTHESIS AND AEROBIC OXIDATION, LEADING TO EASY ACCESSIBILITY OF ALPHA-OXYGENATED KETONES IN AN ECO-FRIENDLY FASHION. USING AIR AS THE OXYGEN SOURCE AND THE ABSENCE OF TRANSITION METALS WERE THE CRITICA;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SULFONIC ACID AND IONIC LIQUID FUNCTIONALIZED COVALENT ORGANIC FRAMEWORK FOR EFFICIENT CATALYSIS OF THE BIGINELLI REACTION;A QUINOLINE-LINKED AND IONIC LIQUID-DECORATED COVALENT ORGANIC FRAMEWORK WAS PREPARED BY INCORPORATION OF A MULTICOMPONENT POVAROV REACTION AND POSTSYNTHETIC MODIFICATION. THE IMIDAZOLIUM AND SULFONIC ACID-DECORATED COF-IM-SO3H CAN BE A HIGHLY EFFICIENT BRONSTED ACID CATALYST TO ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESIS OF ARYLIDENE-BETA-LACTAMS VIA EXO-SELECTIVE MATSUDA-HECK ARYLATION OF METHYLENE-BETA-LACTAMS;EXO-METHYLENE-BETA-LACTAMS WERE SYNTHESIZED IN TWO STEPS FROM COMMERCIALLY AVAILABLE 3-BROMO-2-(BROMOMETHYL)-PROPIONIC ACID AND REACTED WITH ARENE DIAZONIUM SALTS IN A HECK-TYPE ARYLATION IN THE PRESENCE OF CATALYTIC AMOUNTS OF PD(OAC)(2) UNDER LIGAND-FREE CONDITIONS. THE PRODUCT;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
A MULTICOMPONENT APPROACH TOWARD ANGULARLY FUSED/LINEAR BITRIAZOLES: A CASCADE CORNFORTH REARRANGEMENT AND TRIAZOLIZATION;A MULTICOMPONENT REACTION OF TRIAZOLOKETONES, PRIMARY AMINES, AND 4-NITROPHENYL AZIDE WAS DEVELOPED FOR THE SYNTHESIS OF HITHERTO UNKNOWN ANGULARLY FUSED/LINEAR BITRIAZOLES. THE TWO-STAGE MECHANISM WAS WELL PROVEN BY THE ISOLATION OF THE INTERMEDIATE. THIS SEQUENTIAL REACTION CON;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
NICKEL-CATALYZED REDUCTIVE THIOLATION OF UNACTIVATED ALKYL BROMIDES AND ARENESULFONYL CYANIDES;THE CROSS-ELECTROPHILE COUPLING BETWEEN UNACTIVATED ALKYL BROMIDES WITH ARENESULFONYL CYANIDES CATALYZED BY NI(ACAC)(2) UNDER REDUCTIVE CONDITIONS TO FORM UNSYMMETRICAL SULFIDES IS DEVELOPED. THIS APPROACH FOR SULFIDE SYNTHESIS IS PRACTICAL, RELIES ON AVAILABLE, UNFUNCTIONALIZED ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
ABSENCE OF INTERMEDIATES IN THE BINOL-DERIVED MG(II)/PHOSPHATE-CATALYZED DESYMMETRIZATIVE RING EXPANSION OF 1-VINYLCYCLOBUTANOLS;THE CATALYZED DESYMMETRIZATIVE RING EXPANSION OF ALKENYLCYCLOBUTANOLS PROMOTED BY HALOFUNCTIONALIZATION OF THE ALKENE MOIETY WITH NBROMOSUCCINIMIDE HAS BEEN EXPERIMENTALLY AND COMPUTATIONALLY STUDIED. THE REACTION YIELDS HIGHLY ENANTIOENRICHED CYCLOPENTANONES BEARING TWO ALL-CARB;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESIS OF 2,5-DIARYL NONSYMMETRIC FURANS C6-PLATFORM CHEMICALS VIA CATALYTIC CONVERSION OF BIOMASS AND THE FORMAL SYNTHESIS OF DANTROLENE;BIOMASS-DERIVED COMMODITY CHEMICAL 5-HYDROXYMETHYL FURFURAL IS AN UNDERUTILIZED C6-PLATFORM CHEMICAL DERIVED FROM CELLULOSE THAT IS IDEAL TO PREPARE NEXT-GENERATION VALUE-ADDED PRODUCTS. WE HAVE DEVELOPED AN EFFICIENT SYNTHETIC STRATEGY TO ACCESS 2,5-DIARYL NONSYMMETRIC FURANS FR;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
COSMOSEN: OCTA-ARMED 24-MEMBERED CYCLIC OCTAAMINE SYNTHESIZED FROM A BYPRODUCT IN THE PREPARATION OF 4-BENZYL-2,6-DIOXOCYCLEN;THE SYNTHESIS OF AN OCTA-ARMED 24-MEMBERED CYCLIC OCTAAMINE (1) IS REPORTED. WHEN 4-BENZYL-1,4,7,10-TETRAAZACYCLODODECANE-2,6-DIONE (3A) WAS PREPARED BY THE REACTION OF DIETHYLENETRIAMINE WITH DIETHYL N-BENZYLIMINODIACETATE (2), A DIMERIC MACROCYCLE (3B) WAS OBTAINED AS A BYPRODU;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SMALL-MOLECULE INVESTIGATION OF DIELS-ALDER COMPLEXES FOR THERMOREVERSIBLE CROSSLINKING IN POLYMERIC APPLICATIONS;COMBINATIONS OF DIENES AND DIENOPHILES WERE EXAMINED IN ORDER TO ELICIT POSSIBLE COMBINATIONS FOR THERMOREVERSIBLE CROSSLINKING UNITS. COMPARISON OF EXPERIMENTAL RESULTS AND QUANTUM CALCULATIONS INDICATED THAT REACTION KINETICS AND ACTIVATION ENERGY WERE MUCH BETTER PREDICTION FA;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
PALLADIUM-CATALYZED C-P(III) BOND FORMATION BY COUPLING ARBR/AROTF WITH ACYLPHOSPHINES;PALLADIUM-CATALYZED C-P BOND FORMATION REACTION OF ARBR/AROTF USING ACYLPHOSPHINES AS DIFFERENTIAL PHOSPHINATION REAGENTS IS REPORTED. THE ACYLPHOSPHINES SHOW PRACTICABLE REACTIVITY WITH ARBR AND AROTF AS THE PHOSPHINATION REAGENTS, THOUGH THEY ARE INERT TO THE AIR AND MOISTURE. ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
MERGING PHOTOREDOX CATALYSIS WITH TRANSITION METAL CATALYSIS: DIRECT C4-H SULFAMIDATION OF 1-NAPHTHYLAMINE DERIVATIVES;A MILD AND EFFICIENT PROTOCOL FOR THE COPPER(I)-CATALYZED C4-H SULFAMIDATION OF 1-NAPHTHYLAMINE DERIVATIVES WITH DIPHENYLSULFONIMIDE (NHSI) WAS EXPLORED AT ROOM TEMPERATURE, AFFORDING THE DESIRE PRODUCES IN MODERATE TO GOOD YIELDS. THE CONTROL EXPERIMENTS INDICATED THAT THIS VISI;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SULFUR OXIDATION INCREASES THE RATE OF HIRE-TYPE [1.4]THIAZEPINONE RING EXPANSION AND INFLUENCES THE CONFORMATION OF A MEDIUM-SIZED HETEROCYCLIC SCAFFOLD;THE HYDRATED IMIDAZOLINE RING EXPANSION (HIRE-TYPE) REACTION WAS INVESTIGATED FOR A SERIES OF DI(HETERO)ARENE-FUSED [1.4]THIAZEPINONES IN COMPARISON WITH THEIR SULFONE COUNTERPARTS. THE SULFONES WERE FOUND TO UNDERGO RING EXPANSION AT A MUCH HIGHER RATE COMPARED TO THE THIOETHERS;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
NICKEL-CATALYZED [4+2] ANNULATION OF NITRILES AND BENZYLAMINES BY C-H/N-H ACTIVATION;NICKEL-CATALYZED [4 + 2] ANNULATION OF BENZYLAMINES AND NITRILES VIA C-H/N-H BOND ACTIVATION, PROVIDING STRAIGHTFORWARD ATOM-ECONOMIC ACCESS TO A WIDE VARIETY OF MULTISUBSTITUTED QUINAZOLINES, IS REPORTED. MECHANISTIC INVESTIGATION REVEALED THAT THE IN SITU FORMED AMIDINES FROM T;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
CR-CATALYZED DIRECT ORTHO-AMINOMETHYLATION OF PHENOLS;WE DEVELOPED A CR-CATALYZED STRATEGY FOR THE REGIOSE-LECTIVE FORMATION OF C-SP(2)-C-SP(3) BONDS THROUGH THE DIRECT AND EFFICIENT ORTHO-AMINOMETHYLATION OF N,N-DIMETHYLANILINES WITH PHENOLS. THE APPROACH SHOWED EXCELLENT SITE SELECTIVITY AT THE ORTHO-POSITION OF PHENOLS AND ACCOMM;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
PALLADIUM-CATALYZED INTERMOLECULAR ACYLATIVE HECK REACTIONS WITH IMIDES AS ACYL ELECTROPHILES;WE DISCLOSE PALLADIUM-CATALYZED, INTERMOLECULAR, ACYLATIVE HECK REACTIONS THAT USE IMIDES AS ACYL ELECTROPHILES. THE CATALYST GENERATED FROM [PD(ALLYL)CL](2) AND DPEPHOS PROMOTES THE REACTION BETWEEN N-BENZOYLGLUTARIMIDES AND NORBORNENE IN THE PRESENCE OF SILVER PHOSPHATE. THE AC;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
REGIOSELECTIVE [3+2] CYCLOADDITION REACTION OF 3-ALKYNOATES WITH SEYFERTH-GILBERT REAGENT;A ET3N-TRIGGERED REGIOSELECTIVE [3 + 2] CYCLO-ADDITION REACTION OF 3-ALKYNOATES WITH SEYFERTH-GILBERT REAGENT HAS BEEN DEVELOPED TO FURNISH A SERIES OF TRISUBSTITUTED PYRAZOLE-3-PHOSPHONATES. A ONE-POT CYCLOADDITION/ALKYLATION SEQUENCE FURTHER OFFERED ACCESS TO THE CORRESPONDING ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
IMINYL-RADICAL-PROMOTED C-C BOND CLEAVAGE/HECK-LIKE COUPLING VIA DUAL COBALOXIME AND PHOTOREDOX CATALYSIS;WE REPORT HEREIN AN UNPRECEDENTED PROTOCOL FOR RADICAL-OLEFIN COUPLING OF ALPHA-IMINO-OXY ACIDS AND ALKENES FOR THE SYNTHESIS OF ALKENE-CONTAINING NITRILES VIA SYNERGISTIC PHOTOREDOX AND COBALOXIME CATALYSIS. WITH VISIBLE-LIGHT IRRADIATION, THE TRANSFORMATION PROVIDES A VARIETY O;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESES OF GYMNOTHESPIROLIGNANS B AND C AND NON-NATURAL ISOMER 9-EPI-GYMNOTHESPIROLIGNAN B;SYNTHESES OF POLYCYCLIC SPIRO LIGNANS GYMNOTHESPIROLIGNANS B AND C AS WELL AS THE UNNATURAL ISOMER 9-EPIGYMNOTHESPIROLIGNAN B WERE ACCOMPLISHED USING (R)-ROCHE ESTER AND AN APPROPRIATELY SUBSTITUTED FLUORENONE. KEY FEATURES OF THE CONVERGENT SYNTHESES INCLUDE COUPLING OF THE FLUO;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
CHEMOENZYMATIC TOTAL SYNTHESIS OF GM3 GANGLIOSIDES CONTAINING DIFFERENT SIALIC ACID FORMS AND VARIOUS FATTY ACYL CHAINS;GANGLIOSIDES ARE SIALIC ACID-CONTAINING GLYCOSPHINGOLIPIDS THAT HAVE BEEN FOUND IN THE CELL MEMBRANES OF ALL VERTEBRATES. THEIR IMPORTANT BIOLOGICAL FUNCTIONS ARE CONTRIBUTED BY BOTH THE GLYCAN AND THE CERAMIDE LIPID COMPONENTS. GM3 IS A MAJOR GANGLIOSIDE AND A PRECURSOR FOR MANY;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
LITHIUM-PROMOTED CYCLOADDITION OF INDOLE-2,3-DIENOLATES AND CARBON DISULFIDE AS A ONE-POT ROUTE TO THIOPYRANO[4,3-B]INDOLE-3(5H)-THIONES;A NEW APPROACH FOR THE ANNULATION OF A THIOPYRANE RING TO AN INDOLE CORE UNDER MILD CONDITIONS WAS DEVELOPED. TREATING 2-METHYL-3-ACYLINDOLES WITH LITHIUM DIISOPROPYL AMIDE LEADS TO THE ELIMINATION OF A PROTON FROM THE 2-METHYL GROUP. THE LITHIUM INDOLE-2,3-DIENOLATES OBTAINED WE;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
PROTONATED GROUND-STATE SINGLET META-PYRIDYNES REACT FROM AN EXCITED TRIPLET STATE;THE GASEOUS 2,6-DIDEHYDROPYRIDINIUM CATION AND ITS DERIVATIVES TRANSFER A PROTON TO REAGENTS FOR WHICH THE REACTION FOR THEIR SINGLET GROUND STATES IS TOO ENDOTHERMIC TO BE OBSERVED. THESE REACTIONS OCCUR FROM THE LOWEST-ENERGY EXCITED TRIPLET STATES, WHICH HAS NOT BEEN OBSERVED ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESIS OF N-PROTECTED 1-AMINOALKYLPHOSPHONIUM SALTS FROM AMIDES, CARBAMATES, LACTAMS, OR IMIDES;THIS REPORT DESCRIBES THE DEVELOPMENT AND OPTIMIZATION OF THE ONE-POT METHOD FOR THE SYNTHESIS OF N-PROTECTED 1-AMINOALKYLPHOSPHONIUM SALTS BASED ON THE THREE-COMPONENT COUPLING OF ALDEHYDES AND EITHER AMIDES, CARBAMATES, LACTAMS, IMIDES, OR UREA IN THE PRESENCE OF TRIARYLPHOSPHO;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
VISIBLE-LIGHT-INDUCED MULTICOMPONENT CASCADE CYCLOADDITION OF N-PROPARGYL AROMATIC AMINES, CYCLOBUTANONE OXIME ESTERS, AND K2S2O5: ACCESS TO CYANOALKYLSULFONYLATED QUINOLINES;A VISIBLE-LIGHT-INDUCED CASCADE CYANOALKYLSULFONYLATION/CYCLIZATION/AROMATIZATION OF N-PROPARGYL AROMATIC AMINES WITH K2S2O5 AND CYCLOBUTANONE OXIME ESTERS FOR THE CONSTRUCTION OF CYANOALKYLSULFONYLATED QUINOLINES IS DEVELOPED. THIS CASCADE TRANSFORMATION FEATURES MILD REACTION C;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
PHOTOCHEMICAL ACTIVATION OF A HYDROXYQUINONE-DERIVED PHENYLIODONIUM YLIDE BY VISIBLE LIGHT: SYNTHETIC AND MECHANISTIC INVESTIGATIONS;WE HAVE IDENTIFIED AND EXTENSIVELY INVESTIGATED THE PHOTOCHEMICAL ACTIVATION AND REACTION OF A HYDROXYQUINONE-DERIVED PHENYLIODONIUM YLIDE IN THE PRESENCE OF VISIBLE LIGHT USING EXPERIMENT AND THEORY. THESE STUDIES REVEALED THAT IN ITS PHOTOEXCITED STATE THIS IODONIUM IS CAPABLE ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
REGIOSELECTIVE C-H AZIDATION OF ANILINES AND APPLICATION TO SYNTHESIS OF KEY INTERMEDIATE FOR PHARMACEUTICAL;A CATALYTIC SYSTEM FOR REGIOSELECTIVE C-H AZIDATION OF INACTIVE ANILINES WAS DEVELOPED. IN THE PRESENCE OF CUSO4 CENTER DOT 5H(2)O, SIMULTANEOUS ADDITION OF NAN3 AND NA2S2O8 TO AQ. CH3CN SOLUTION OF FREE ANILINES UNDER WEAKLY ACIDIC CONDITIONS (PH 4.5) SMOOTHLY UNDERWENT C-H AZID;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
MECHANISM OF THE KINUGASA REACTION REVISITED;THE MECHANISM OF THE KINUGASA REACTION, THAT IS, THE COPPER-CATALYZED FORMATION OF BETA-LACTAMS FROM NITRONES AND TERMINAL ALKYNES, IS RE-EVALUATED BY MEANS OF DENSITY FUNCTIONAL THEORY CALCULATIONS AND IN LIGHT OF RECENT EXPERIMENTAL FINDINGS. DIFFERENT POSSIBLE MECHANISTIC SCEN;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
OXIDATIVE FUNCTIONALIZATION OF TRINOR-18 ALPHA-OLEAN-17(22)-ENE DERIVATIVES. ANNULATION OF THE E-RING BY AN INTRAMOLECULAR ALDOL REACTION;CIS-DIHYDROXYLATION OF TRINOR-18 ALPHA-OLEAN-17(22)-ENE 2 WITH OSMIUM TETROXIDE LED TO DIOL 9. ITS CLEAVAGE WITH LEAD TETRAACETATE GAVE TETRACYCLIC KETOALDEHYDE 10. BY COMPARISON, THE OZONATION OF TRINOR-18 ALPHA-OLEAN-17(22)-ENE 2 IN THE PRESENCE OF P-TOLUENESULFONIC ACID GAVE T;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
BENZIMIDAZOAZAPURINES: DESIGN, SYNTHESIS, AND PHOTOPHYSICAL STUDY;A HIGHLY EFFICIENT APPROACH TO A NEW CLASS OF POLYCYCLIC 8-AZAPURINES, BENZO[4,5] IMIDAZO[1,2-A][1,2,3]TRIAZOLO[4,5-E]PYRIMIDINES (BITPS), WITH GOOD PHOTOPHYSICAL CHARACTERISTICS IS PROPOSED. THE APPROACH COMPRISES CONDENSATION OF AMINOBENZIMIDAZOLES WITH 3-OXO-2-PHENYLAZOPROPION;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
DIASTEREOSELECTIVE COPPER-MEDIATED CONJUGATE ADDITION OF FUNCTIONALIZED MAGNESIATES FOR THE PREPARATION OF BISARYL NRF2 ACTIVATORS;A TWO-STEP METAL-HALOGEN EXCHANGE AND DIASTEREOSELECTIVE COPPER-MEDIATED MICHAEL ADDITION ONTO A COMPLEX ALPHA,BETA-UNSATURATED SYSTEM HAS BEEN DEVELOPED AND APPLIED TOWARD THE SYNTHESIS OF BISARYL NRF2, ACTIVATORS. OPTIMIZATION OF METAL-HALOGEN EXCHANGE USING (N-BU)(3)MGLI ALLOW;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
UNUSUAL DEOXIDATIVE COUPLING REACTION OF BETA-SULFINYL ESTERS WITH BENZYLIC TRIMETHYLAMMONIUM SALTS;A KOH-PROMOTED UNUSUAL DEOXIDATIVE COUPLING REACTION OF BETA-SULFINYL ESTERS WITH BENZYLIC TRIMETHYLAMMONIUM SALTS TO PRODUCE THIOETHERS IS DISCOVERED FOR THE FIRST TIME. IF QUATERNARY AMMONIUM SALTS SYNTHESIZED FROM ENANTIOMERICALLY ENRICHED AMINES ARE ADOPTED, HIGHLY ENANTIOMER;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
PHOTOINDUCED SKELETAL REARRANGEMENT OF N-SUBSTITUTED COLCHICINE DERIVATIVES;COLCHICINE IS AN ACTIVE PHARMACEUTICAL INGREDIENT WIDELY USED FOR TREATING GOUT, PERICARDITIS, AND FAMILIAL MEDITERRANEAN FEVER WITH HIGH ANTIMITOTIC ACTIVITY. THE PHOTOISOMERIZATION OF COLCHICINE DEACTIVATES ITS ANTI-INFLAMMATORY AND ANTIMITOTIC PROPERTIES. HOWEVER, DESPITE NUME;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHETIC ROUTE TO ENAMINONES VIA METAL-FREE FOUR-COMPONENT SEQUENTIAL REACTIONS OF ARYL OLEFINS WITH CHCL3, ET3N, AND TBHP;AN EFFICIENT AND MODULAR STRATEGY WAS USED TO OBTAIN ENAMINONES WITH A WIDE RANGE OF FUNCTIONAL GROUPS VIA A FOUR-COMPONENT SEQUENTIAL REACTION. THIS REACTION PROCEEDED UNDER MILD CONDITIONS WITHOUT A CATALYST IN ONE POT. FURTHERMORE, THE PRODUCTS COULD BE TRANSFORMED INTO THIADI;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
RULES FOR MAGNETIC EXCHANGE IN AZULENE-BRIDGED BIRADICALS: QUO VADIS?;ELECTRONIC COUPLING THROUGH ORGANIC BRIDGES FACILITATES MAGNETIC EXCHANGE INTERACTIONS AND CONTROLS ELECTRON TRANSFER AND SINGLE-MOLECULE DEVICE ELECTRON TRANSPORT. ELECTRONIC COUPLING THROUGH ALTERNANT PI-SYSTEMS (E.G., BENZENE) IS BETTER UNDERSTOOD THAN THE CORRESPONDING COUPLI;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
PALLADIUM-CATALYZED SYNTHESIS OF 1-VINYLTETRAHYDRO-BETA-CARBOLINES AND AZA-SPIROINDOLENINES: ACCESS TO THE SYNTHESES OF 1-VINYL-BETA-CARBOLINES AND EUDISTOMINS Y1 AND Y2;A GENERAL SYNTHESIS OF 1-VINYLTETRAHYDRO-BETA-CARBOLINES (THBCS) HAS BEEN ACHIEVED VIA PALLADIUM(0)-CATALYZED CYCLOCONDENSATION BETWEEN ALLENYLTRYPTAMINES AND ARYL IODIDES. AZA-SPIROINDOLENINES COULD ALSO BE ACCESSED FROM THE N-UNSUBSTITUTED INDOLE SUBSTRATES BY SIMPLY TWEAKING T;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
